station_id,station_name,lat,lon
7043,Queens Quay W / Lower Simcoe St,43.6441,-79.4064
7044,Church St / Alexander St,43.7027,-79.3347
7045,Bond St / Queen St E,43.6378,-79.3738
7046,Niagara St / Richmond St W,43.6211,-79.3488
7047,University Ave / Gerrard St W (East Side),43.6826,-79.3871
7048,Front St W / Yonge St (Hockey Hall of Fame),43.6924,-79.4207
7049,Portland St / Queen St W,43.6051,-79.3502
7050,Richmond St E / Jarvis St Green P,43.6451,-79.4324
7052,Wellington St W / Bay St,43.623,-79.3498
7053,Metro Hall Plaza,43.6537,-79.3991
7054,Navy Wharf Crt / Bremner Blvd,43.6275,-79.431
7055,Jarvis St / Carlton St,43.6264,-79.3747
7057,Simcoe St / Wellington St W South,43.6241,-79.3569
7058,Huron St / Harbord St,43.6967,-79.365
7059,Front St W / Blue Jays Way,43.6669,-79.4204
7061,Dalton Rd / Bloor St W,43.6859,-79.3532
7063,Queen's Park / Bloor St W,43.6667,-79.3474
7064,51 Parliament St,43.6092,-79.3704
7065,Dundas St E / Parliament St,43.6425,-79.4301
7066,Willcocks St / St. George St,43.674,-79.4215
7068,Blantyre Park,43.6295,-79.3426
7069,Queen St W / Spadina Ave,43.6859,-79.4253
7070,25 York St – Union Station South,43.6441,-79.3543
7071,161 Bleecker St (South of Wellesley),43.623,-79.3692
7072,Fleet St / Bathurst St,43.6197,-79.4246
7073,Spadina Ave / Fort York Blvd,43.6074,-79.3377
7074,King St E / Church St,43.6589,-79.427
7075,Queens Quay W / Dan Leckie Way,43.6324,-79.3747
7076,York St / Queens Quay W,43.7029,-79.3393
7077,College Park South,43.6322,-79.3986
7078,College St / Major St,43.6446,-79.4177
7079,McGill St / Church St,43.6598,-79.3503
7083,Danforth Ave / Barrington Ave,43.6298,-79.4217
7084,High Park - Grenadier Cafe,43.6585,-79.4247
7085,Danforth Ave / Westlake Ave,43.6113,-79.3892
7086,High Park - West Rd,43.6077,-79.4145
7087,Danforth Ave / Aldridge Ave,43.6193,-79.3441
7088,Danforth Ave / Coxwell Ave,43.6075,-79.3506
7089,Church St  / Wood St,43.6688,-79.4002
7090,Danforth Ave / Lamb Ave,43.6798,-79.3637
7091,Donlands Subway Station,43.6504,-79.4107
7093,Danforth Ave / Gough Ave,43.6942,-79.3736
7094,14 Arundel Ave,43.6561,-79.3402
7095,Danforth Ave / Ellerbeck St,43.6903,-79.4103
7096,Lower Don River Trail and Taylor Creek Trail,43.6869,-79.4163
7097,Riverdale Park North (Broadview Ave),43.6361,-79.4011
7098,"Riverdale Park South (Broadview Ave, old)",43.609,-79.3517
7099,Cherry St / Mill St,43.6227,-79.3637
7100,Dundas St E / Regent Park Blvd,43.6314,-79.4039
7101,Lower Sherbourne St / The Esplanade,43.689,-79.3388
7102,Nelson St / Duncan St,43.6915,-79.4263
7103,Jimmie Simpson Park (Queen St E),43.6307,-79.4197
7104,King St E / River St,43.6914,-79.3458
7105,Queen St E / Sackville St,43.6773,-79.3474
7106,Mill St / Tannery Rd,43.6742,-79.4192
7107,Cherry St / Distillery Ln,43.6451,-79.382
7108,Front St E / Cherry St,43.6131,-79.3857
7109,Seaton St / Dundas St E - SMART,43.7022,-79.4159
7110,Queen St E / Berkeley St,43.6609,-79.3661
7111,King St W / Douro St,43.6077,-79.4134
7112,Liberty St / Fraser Ave Green P,43.6554,-79.3682
7113,Parliament St / Aberdeen Ave,43.6508,-79.3754
7114,Carlton St / Parliament St,43.6461,-79.4223
7115,Howard St / Sherbourne St,43.641,-79.3804
7116,Bloor St E / Parliament St,43.6084,-79.4018
7117,640 Bloor Street E,43.6345,-79.4288
7118,King St W / Bay St (East Side),43.655,-79.4027
7119,Sumach St / Carlton St (Riverdale Farm),43.6359,-79.4283
7120,Gerrard St E / River St,43.615,-79.3405
7121,Jarvis St / Dundas St E,43.6706,-79.4209
7122,Niagara St / Tecumseth St,43.7003,-79.3683
7123,424 Wellington St W,43.6624,-79.3974
7124,Dundas St E / Broadview Ave,43.6327,-79.4301
7126,Yonge St / Yorkville Ave,43.6549,-79.4163
7127,Bay St / Scollard St,43.7027,-79.4261
7128,Yonge St / Aylmer Ave,43.6217,-79.4048
7129,Davenport Rd / Avenue Rd,43.6887,-79.3941
7130,Davenport Rd / Bedford Rd,43.6256,-79.383
7131,Taddle Creek Park,43.6344,-79.3842
7132,Kendal Ave / Spadina Rd,43.6627,-79.4201
7133,Summerhill Subway Station,43.6043,-79.3919
7135,Hanna Ave / Liberty St,43.6319,-79.4079
7138,Davenport Rd / Christie St,43.6515,-79.3456
7139,Glen Edyth Dr / Davenport Rd,43.6477,-79.404
7140,Macpherson Ave / Spadina Rd,43.6957,-79.3857
7141,Bridgman Ave / Kendal Ave,43.6411,-79.4101
7142,Bridgman Ave / Bathurst St,43.6263,-79.4118
7143,Kendal Ave / Bernard Ave,43.639,-79.3728
7144,Palmerston Ave / Vermont Ave,43.6841,-79.4249
7146,Christie St / Benson Ave (Wychwood Barns),43.6882,-79.3334
7147,King St W / Fraser Ave,43.6201,-79.3805
7148,King St W / Joe Shuster Way,43.6073,-79.341
7149,Yarmouth Rd / Christie St,43.6783,-79.3695
7150,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6206,-79.387
7151,Essex St / Christie St - SMART,43.6355,-79.3978
7152,Ossington Ave / Bloor St W,43.627,-79.3818
7153,Bloor St W / Christie St,43.6177,-79.3341
7154,Bathurst Subway Station,43.6036,-79.3789
7155,Bathurst St / Lennox St,43.692,-79.3748
7156,Salem Ave / Bloor St W,43.6527,-79.3629
7157,Dufferin St / Bloor St W,43.698,-79.3836
7158,King St W / Stafford St,43.6639,-79.3339
7160,King St W / Tecumseth St,43.6307,-79.3822
7161,Beverley St / College St,43.6145,-79.357
7162,Hayter St / La Plante Ave,43.6416,-79.3453
7163,Yonge St / Wood St,43.6228,-79.3407
7164,Gould St / Yonge St (TMU),43.6034,-79.4147
7168,Queens Quay / Yonge St,43.6864,-79.3815
7169,Front St W / Bay St (North Side),43.6059,-79.3856
7170,Spadina Ave / Willcocks St,43.6518,-79.3796
7171,Ontario Place Blvd / Lake Shore Blvd W,43.6255,-79.3369
7172,Strachan Ave / Princes' Blvd,43.6406,-79.3784
7173,Cariboo Ave / Railpath Trail,43.6607,-79.342
7174,Bloor St W / Dundas St W,43.6135,-79.3633
7175,HTO Park (Queens Quay W),43.6039,-79.3421
7176,Bathurst St / Fort York Blvd,43.6567,-79.3825
7178,Dundas St W / Edna Ave,43.6954,-79.3435
7180,Lansdowne Subway Station,43.6218,-79.338
7181,Lansdowne Ave / Whytock Ave,43.674,-79.4123
7182,Sterling Rd / Dundas St W,43.6822,-79.4251
7183,St Clarens Ave / College St,43.693,-79.4319
7184,Ossington Ave / College St,43.6812,-79.3583
7188,Exhibition GO (Atlantic Ave),43.6171,-79.3467
7189,Augusta Ave / Denison Sq,43.7016,-79.3423
7190,St. George St / Hoskin Ave,43.6696,-79.4094
7191,Central Tech  (Harbord St),43.6661,-79.4061
7192,Harbord St / Clinton St,43.6481,-79.3833
7193,Dufferin St / Queen St W,43.6152,-79.379
7194,Mortimer Ave / Coxwell Ave,43.6267,-79.4257
7195,Ulster St / Bathurst St,43.6847,-79.3904
7196,Roxton Rd / Harbord St,43.6947,-79.3502
7197,Queen St W / Dovercourt Rd,43.6736,-79.3878
7198,Queen St W / Cowan Ave,43.6861,-79.4211
7199,College St / Markham St,43.6891,-79.3587
7202,Queen St W / Bay St (City Hall),43.6337,-79.3812
7203,Bathurst St/Queens Quay(Billy Bishop Airport),43.6932,-79.4257
7204,College St / Crawford St,43.6711,-79.3508
7205,Rusholme Park Cres / College St,43.6788,-79.4211
7206,Claremont St / Dundas St W,43.6156,-79.3808
7207,Dundas St W / Crawford St,43.6694,-79.4101
7208,80 Clinton St,43.6943,-79.4286
7209,Ossington Ave / Harrison St,43.6916,-79.3827
7210,Mary McCormick Rec Centre (Sheridan Ave),43.6565,-79.3461
7211,Fort York Blvd / Garrison Rd,43.6648,-79.3392
7216,Wellington St W / Stafford St,43.6764,-79.4148
7217,Soho St / Queen St W,43.6834,-79.4011
7220,Lake Shore Blvd W / Ellis Ave,43.6882,-79.3855
7221,High Park Subway Station,43.6459,-79.417
7222,Sunnyside - Gus Ryder Pool,43.6341,-79.3538
7223,Parkside Dr / Bloor St W - SMART,43.6595,-79.3572
7224,Bloor St W / High Park Ave (High Park),43.672,-79.4146
7225,Lake Shore Blvd W / Windermere Ave,43.6458,-79.3582
7226,Lake Shore Blvd W / The Boulevard Club,43.672,-79.3858
7227,Martin Goodman Trail (Marilyn Bell Park),43.6349,-79.3828
7228,King St W / Wilson Park Blvd,43.6879,-79.3559
7229,Dundas St W / Roncesvalles Ave Green P -SMART,43.6374,-79.4055
7230,Garden Ave / Roncesvalles Ave,43.6644,-79.3935
7231,Wright Ave / Sorauren Ave - SMART,43.6375,-79.3906
7232,Queen St W  /  Fuller Ave - SMART,43.6529,-79.3572
7233,King St W / Cowan Ave - SMART,43.6666,-79.4115
7234,Roncesvalles Ave / Marmaduke St,43.6905,-79.4049
7235,Bay St / College St (West Side) - SMART,43.6242,-79.3468
7236,Thompson St / Broadview Ave - SMART,43.6206,-79.335
7237,Ward St / Wallace Ave,43.6291,-79.3591
7238,Sorauren Ave / Geoffrey St - SMART,43.6609,-79.3369
7239,Bloor St W / Manning Ave - SMART,43.6955,-79.4096
7240,Bloor St W / Shaw St - SMART,43.6992,-79.411
7241,519 Church St,43.6591,-79.4287
7242,Lake Shore Blvd W / Ontario Dr,43.6855,-79.3953
7243,Exhibition GO Station,43.6674,-79.3687
7244,Dufferin Gate - SMART,43.6467,-79.356
7245,Tecumseth St / Queen St W - SMART,43.6237,-79.4156
7246,Yonge St / Bloor St,43.6492,-79.4122
7247,Howard Park Ave / Dundas St W - SMART,43.6873,-79.4305
7248,Baldwin St / Spadina Ave - SMART,43.6259,-79.3878
7249,Lakeview Ave / Harrison St (Green P) – SMART,43.6456,-79.4189
7250,Ursula Franklin St / St. George St - SMART,43.6137,-79.384
7252,Robert St / Bloor St W - SMART,43.7003,-79.3982
7253,John St  / Mercer St - SMART,43.6789,-79.3573
7256,Vanauley St / Queen St W - SMART,43.6961,-79.4169
7257,Dundas St W / St. Patrick St,43.6269,-79.3529
7258,Queen St E / Rushbrooke Ave,43.6301,-79.3615
7259,Lower Spadina Ave / Lake Shore Blvd W,43.6467,-79.378
7260,Spadina Ave / Adelaide St W,43.6768,-79.4102
7261,Queens Quay E / Lower Sherbourne St,43.639,-79.3594
7262,Wychwood Ave / Benson Ave - SMART,43.6269,-79.3725
7264,Bloor St E / Huntley St - SMART,43.6129,-79.4134
7265,Wallace Ave / Symington Ave - SMART,43.6758,-79.3698
7266,Victoria Park Subway Station - SMART,43.6659,-79.3806
7267,Dundas St E / Pembroke St - SMART,43.6727,-79.3443
7268,111 Bond St (North of Dundas St E)  - SMART,43.6271,-79.368
7269,Toronto Eaton Centre (Yonge St) - SMART,43.6773,-79.3919
7270,Church St / Dundas St E - SMART,43.6649,-79.3804
7271,Yonge St / Alexander St - SMART,43.6457,-79.3631
7272,Yonge St / Dundonald St - SMART,43.6238,-79.4003
7273,Bay St / Charles St W - SMART,43.6068,-79.4236
7274,Queen's Park Cres E / Grosvenor St - SMART,43.6302,-79.4293
7276,Bloor St W / Balmuto St,43.6338,-79.3481
7277,Chorley Park - SMART,43.6083,-79.4026
7278,Mallon Ave / Jones Ave -SMART,43.6747,-79.3959
7279,Rosehill Ave / Avoca Ave - SMART,43.6671,-79.3788
7280,Charles St E / Jarvis St - SMART,43.643,-79.373
7281,Charles St W / Balmuto St - SMART,43.6926,-79.3989
7282,Adelaide St W / Bay St - SMART,43.6987,-79.3987
7283,Front St W / Bay St (South Side),43.6971,-79.3394
7284,University Ave / King St W - SMART,43.6369,-79.3554
7285,Spadina Ave / Harbord St - SMART,43.612,-79.3577
7286,Gerrard St E / Broadview Ave  - SMART,43.6972,-79.4269
7287,Queen St E / Pape Ave - SMART,43.6258,-79.3487
7288,Humber Bay Shores Park West,43.665,-79.3384
7289,Humber Bay Shores Park East,43.6429,-79.3518
7291,190 Queens Quay E,43.6187,-79.4129
7292,Granby St / Church St - SMART,43.6599,-79.419
7296,Westmoreland Ave / Fernbank Ave,43.6705,-79.4191
7297,Havelock St / Dufferin Park,43.6942,-79.4184
7298,Bathurst St / Adelaide St W,43.6614,-79.3703
7299,Mill St / Parliament St,43.6357,-79.3881
7301,Primrose Ave / Davenport Rd,43.6997,-79.3512
7302,Winona Dr / Davenport Rd,43.6602,-79.3953
7303,Queen St E / Woodward Ave,43.6873,-79.3407
7309,Queen St E / Rhodes Ave,43.6309,-79.4161
7311,Sherbourne St / Isabella St,43.7024,-79.3883
7312,Amelia St / Sumach St,43.6486,-79.3864
7313,Lower Coxwell Ave /  Lake Shore Blvd E,43.6917,-79.4051
7314,Queen St. E / Eastern Ave,43.6729,-79.3835
7315,Queen St E / Hammersmith Ave,43.6363,-79.4096
7316,Queen St. E / Spruce Hill Rd.,43.6722,-79.3785
7317,Hubbard Blvd / Balsam Av,43.6766,-79.3914
7318,Hubbard Blvd / Glen Manor Dr,43.6804,-79.3959
7319,Lake Shore Blvd E / Knox Ave,43.6043,-79.394
7320,Front St W / University Ave (1),43.6371,-79.3462
7321,Front St W / University Ave (2),43.6317,-79.393
7322,East Liberty St / Western Battery Rd,43.6161,-79.3388
7323,457 King St W,43.6683,-79.3639
7324,King St W / Charlotte St,43.6783,-79.4317
7326,Davenport Rd / Lansdowne Ave,43.6702,-79.3806
7327,Davenport Rd / Dovercourt Rd - SMART,43.6994,-79.3746
7329,Crawford St / Queen St W,43.6842,-79.3717
7331,Coxwell Ave / Plains Rd,43.6163,-79.3831
7332,200 Bloor St E,43.7012,-79.4002
7333,King St E / Victoria St,43.6601,-79.3509
7334,Simcoe St / Wellington St W North,43.6592,-79.3726
7335,Bay St / Bloor St W (West Side),43.6036,-79.3349
7336,Queen St E / Alton Av,43.6446,-79.398
7337,Gerrard Square Mall (1010 Gerrard St E),43.6103,-79.3802
7338,Logan Ave / Bain Ave,43.6505,-79.3666
7339,Carlaw Ave / Strathcona Ave,43.6823,-79.3487
7340,Blake St / Boultbee Ave,43.6851,-79.3449
7341,Eastern Ave / Winnifred Ave,43.6177,-79.3726
7342,Morse St / Eastern Ave,43.6669,-79.3475
7343,Alton Ave / Dundas St E (Greenwood Park),43.6088,-79.4072
7344,Cherry Beach,43.6965,-79.3799
7345,Cherry Beach Sports Fields (55 Unwin Ave),43.6113,-79.3792
7346,Logan Ave / Gerrard St E,43.6352,-79.3382
7347,Regal Rd / Dufferin St,43.6055,-79.4269
7348,Pape Ave / Gamble Ave,43.6254,-79.4069
7349,Gamble Ave / Broadview Ave,43.6318,-79.3367
7350,Broadview Ave / Westwood Ave,43.6413,-79.3393
7351,Pretoria Ave / Broadview Ave,43.6075,-79.3924
7352,Cosburn Ave / Donlands Ave,43.6473,-79.3861
7353,Fulton Ave / Pape Ave,43.6778,-79.3379
7354,Tommy Thompson Park (Leslie Street Spit),43.6369,-79.3874
7355,Beltline Trail / Chaplin Cres,43.6576,-79.3701
7356,King St E / Berkeley St,43.6863,-79.3682
7357,Lake Shore Blvd E / Leslie St,43.6226,-79.3943
7358,Galbraith Rd / King's College Rd,43.6366,-79.4208
7359,Rosedale Park (20 Scholfield Ave),43.6521,-79.3614
7360,Concord Ave / Dewson St,43.6414,-79.4056
7361,Hocken Ave / Vaughan Rd,43.6288,-79.4157
7362,St Clair Ave W / Bathurst St.,43.6104,-79.4043
7363,Wells Hill Ave / St Clair Ave W,43.6864,-79.4049
7364,Queen St E / Nursewood Rd,43.6817,-79.3504
7365,Kewbeach Ave / Kenilworth Ave,43.6272,-79.3494
7366,Fort York Blvd / Bathurst St - SMART,43.6871,-79.3868
7367,Alma Ave / Gladstone Ave SMART,43.6438,-79.4048
7368,Lisgar St / Dundas St W - SMART,43.6417,-79.4168
7371,Eglinton Ave W / Henning Ave SMART,43.6343,-79.4075
7373,George St / King St E,43.6877,-79.4079
7374,Frederick St / The Esplanade,43.6538,-79.3428
7375,Front St E / Scott St,43.6607,-79.389
7376,Frobisher Ave / Lascelles Blvd,43.6641,-79.3479
7377,Balliol St / Yonge St  SMART,43.6188,-79.3424
7378,Yonge St / Davisville Ave,43.6373,-79.3783
7379,Lawton Blvd / Yonge St,43.6271,-79.3494
7380,Erskine Ave / Yonge St SMART,43.6615,-79.4083
7381,Yonge St / Orchard View Blvd,43.6832,-79.379
7383,12 Harbour St,43.6738,-79.4122
7384,Cumberland St / Bay St SMART,43.6256,-79.3795
7385,20 Charles St E,43.6802,-79.3582
7386,D'Arcy St / McCaul St - SMART,43.6089,-79.4131
7387,Mortimer Ave / Carlaw Ave SMART,43.6471,-79.4118
7388,Broadview Subway Station,43.6152,-79.375
7389,College Park - Gerrard Entrance,43.6557,-79.3344
7391,Yonge St / Dundas Sq,43.6137,-79.3454
7395,Dentonia Park,43.6859,-79.4017
7398,York St / Lake Shore Blvd W,43.6235,-79.423
7399,Lower Jarvis St / Queens Quay E,43.6984,-79.3641
7400,Polson Pier,43.6217,-79.3425
7403,Lascelles Blvd / Eglinton Ave W,43.6762,-79.3737
7404,Roehampton Ave / Mount Pleasant Rd,43.6367,-79.4221
7407,University Ave / Queen St W,43.6566,-79.3585
7409,Isabella St / Church St,43.6779,-79.4208
7410,Howard St / Rose Ave,43.6867,-79.4289
7411,Little Norway Park,43.638,-79.3716
7412,King St W / Crawford St,43.7019,-79.3967
7414,Keele St / Annette St,43.6836,-79.3387
7415,Keele St / Vine Ave,43.6163,-79.3976
7416,Spadina Ave / Blue Jays Way,43.6833,-79.3947
7417,King St W / Jordan St,43.6153,-79.3337
7418,College Park - Yonge St Entrance,43.6429,-79.3385
7420,Barton Ave / Howland Ave - SMART,43.6296,-79.3868
7422,Tyndall Ave / King St W - SMART,43.6528,-79.3983
7424,Merton St / Mount Pleasant Rd,43.643,-79.3933
7425,The Queensway at South Kingsway,43.6752,-79.3857
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.6185,-79.4048
7428,Woodbine Ave / Lake Shore Blvd E,43.6962,-79.3337
7429,Woodbine Subway Station,43.676,-79.3743
7430,Marilyn Bell Park Tennis Court,43.6577,-79.4027
7431,Gerrard St E / Leslie St,43.6275,-79.3563
7432,Frederick St / King St E,43.6705,-79.3717
7433,Dundas St E / Boulton Ave - SMART,43.6844,-79.4318
7434,91 Via Italia,43.6149,-79.3703
7435,Rushton Rd / St Clair Ave W,43.7031,-79.351
7437,Concord Ave / Bloor St W,43.661,-79.4265
7438,Gothic Ave / Quebec Ave,43.649,-79.4183
7442,Lonsdale Rd / Spadina Rd,43.6397,-79.3702
7443,Dundas St E / George St,43.6454,-79.3391
7444,Clendenan Ave / Rowland St - SMART,43.6583,-79.3438
7445,Eastwood Rd / Coxwell Ave,43.6747,-79.4305
7446,Orchard Park,43.6888,-79.3846
7447,Trent Ave / Danforth Ave,43.6426,-79.3869
7448,Goodwood Park Crt / Dentonia Park,43.6939,-79.4026
7449,Cosburn Ave / Cedarvale Ave,43.6132,-79.4073
7450,Carlaw Ave / Danforth Ave,43.6119,-79.4117
7451,Western Battery Rd / Pirandello St,43.6116,-79.3817
7452,Bleecker St / St James Ave,43.6088,-79.3955
7453,Jarvis St / Maitland Pl,43.6526,-79.4174
7454,Pottery Rd / Lower Don River Trail,43.6435,-79.3944
7455,E.T. Seton Park (Eglinton Ave E / Leslie St),43.6661,-79.4284
7457,Queen's Park Cres W / Hoskin Ave,43.6683,-79.3757
7458,Church St / Lombard St,43.6576,-79.4069
7459,St Clair Ave W / Winona Dr,43.694,-79.4084
7460,High Park Outdoor Pool,43.6784,-79.3791
7461,High Park Amphitheatre,43.6355,-79.4295
7462,Richmond St E / Yonge St,43.7026,-79.3942
7465,Russell Hill Rd / St Clair Ave W,43.6366,-79.4072
7466,Glendonwynne Rd / Bloor St W,43.6986,-79.4332
7467,Lower Simcoe St / Bremner Blvd,43.6438,-79.4142
7468,Front St W / Simcoe St,43.6351,-79.3481
7469,York St / Wellington St W ,43.622,-79.3806
7471,2300 Lakeshore Blvd W,43.6462,-79.3507
7473,Adelaide St W / Strachan Ave,43.6148,-79.3675
7474,Clarence Square,43.6201,-79.334
7475,Jarvis St / Richmond St E,43.654,-79.336
7476,Symington Ave / Dupont St,43.6993,-79.3798
7477,Antler St / Campbell Ave - SMART,43.6466,-79.3614
7478,Ellis Ave / The Queensway,43.6449,-79.3635
7479,Jane St / Bloor St W (Jane Subway Station),43.6536,-79.4253
7480,Neil McLellan Park,43.6165,-79.342
7483,Southwood Dr / Kingston Rd - SMART,43.6836,-79.4287
7484,Briar Hill Ave / Yonge St - SMART,43.6146,-79.3755
7485,Blythwood Rd / Yonge St - SMART,43.6559,-79.4203
7486,Gerrard St E / Main St,43.6279,-79.4177
7487,Eastwood Rd / Woodbine Ave - SMART,43.6939,-79.3728
7488,Summerhill Ave / Maclennan Ave,43.7029,-79.3467
7489,Sumach St  / Queen St E,43.6665,-79.3749
7492,Cherry St / Lake Shore Blvd E,43.6531,-79.4068
7493,Sackville St / Eastern Ave - SMART,43.605,-79.3402
7494,Davenport Rd / McAlpine St - SMART,43.6628,-79.3343
7496,Sunnyside Ave / The Queensway - SMART,43.6094,-79.4137
7497,128 Sterling Rd - SMART,43.6951,-79.4207
7501,Humberside Grounds - SMART,43.6163,-79.3525
7502,University Ave / College St (East),43.6949,-79.4207
7503,Gerrard St E / Malvern Ave - SMART,43.651,-79.4221
7504,Gerrard St E / Victoria Park Ave - SMART,43.6936,-79.4095
7505,Ontario St / Adelaide St E -SMART,43.6614,-79.3387
7506,Berkeley St / Adelaide St E - SMART,43.6587,-79.3368
7508,Berkeley St / Dundas St E - SMART,43.6854,-79.4168
7514,Humber Bay Shores Park / Marine Parade Dr,43.6749,-79.4072
7515,Amos Waites Park,43.7003,-79.3384
7516,Superior Ave / Lake Shore Blvd W,43.6454,-79.3839
7517,Ripley Ave / Ormskirk Ave,43.6798,-79.3846
7518,Lake Shore Blvd W / Colborne Lodge Dr,43.6836,-79.3613
7519,406 Oakwood Ave,43.6581,-79.3999
7520,St Clarens Ave / Shirley St,43.6109,-79.3337
7521,Emerson Ave / Bloor St W,43.6972,-79.4019
7522,Wallace Ave / Pauline Ave,43.6349,-79.406
7523,Lynn Williams St / East Liberty St - SMART,43.6104,-79.4234
7524,Lisgar Park,43.6697,-79.4277
7526,Bartlett Parkette,43.6821,-79.3875
7527,Joseph J Piccininni Community Centre,43.7,-79.3942
7528,Spadina Rd / Austin Terrace,43.6262,-79.4042
7529,Symington Ave / Davenport Rd,43.675,-79.3682
7530,Sherbourne St N / Elm Ave,43.6455,-79.4019
7531,541 Huron St - SMART,43.6241,-79.3427
7533,Housey St / Dan Leckie Way,43.6665,-79.3951
7534,Walnut Ave / Queen St W,43.6651,-79.3783
7536,Palmerston Ave / Dundas St W,43.6714,-79.3684
7537,Euclid Ave / Herrick St - SMART,43.671,-79.3355
7538,Vaughan Rd /Wychwood Ave,43.6754,-79.4227
7539,Davisville Ave / Pailton Cres,43.6071,-79.4036
7540,Alvin Ave / St Clair Ave E,43.6137,-79.411
7541,Bellwoods Ave / Treford Pl - SMART,43.6574,-79.3828
7542,Queen St W / John St,43.6636,-79.4197
7543,Nassau St / Bellevue Ave,43.697,-79.3805
7545,Baldwin St / Henry St,43.6355,-79.4287
7546,Ross St / Cecil St - SMART,43.6861,-79.3509
7547,Orde St / McCaul St,43.6517,-79.4032
7548,St. Joseph St / Bay St - SMART,43.6625,-79.3528
7549,439 Sherbourne St,43.6142,-79.4242
7552,Lake Shore Blvd W / Thirty Ninth Street,43.6887,-79.3939
7553,Lake Shore Blvd W / Twenty Fourth St,43.6712,-79.4269
7554,Humber College,43.6149,-79.4027
7555,Royal York Rd / Mimico Ave,43.641,-79.4073
7556,Windsor St / Newcastle St,43.6197,-79.362
7557,The Queensway / High St,43.6053,-79.4256
7558,Berry Rd / Bell Manor Dr,43.6522,-79.3752
7559,Swansea Community Centre,43.635,-79.3358
7561,Annette St / Jane St,43.6226,-79.432
7562,Priscilla Ave / Dundas St W,43.6289,-79.4051
7563,St Clair Ave W / Castleton Ave,43.6439,-79.3433
7564,Durie St / Dundas St W,43.6056,-79.403
7565,St Clair Ave W / Gunns Rd,43.6038,-79.3821
7566,Weston Rd / St Clair Ave W - SMART,43.6107,-79.4011
7567,Weston Lions Park,43.693,-79.3842
7568,Jameson Ave / Queen St W,43.6871,-79.3664
7569,Toronto Inukshuk Park,43.6547,-79.3655
7570,Carlaw Ave / Dundas St E,43.6734,-79.4047
7571,Highfield Rd / Gerrard St E,43.6217,-79.3763
7572,Cosburn Ave / Durant Ave,43.6261,-79.3845
7575,Bayview Ave / Lawren Harris Square,43.6973,-79.3641
7576,Front St E / Bayview Avenue,43.6957,-79.3988
7577,Oak St / Sumach St,43.6397,-79.345
7579,Glebe Rd W / Yonge St,43.6373,-79.3387
7580,Hillsdale Ave W / Yonge St,43.6366,-79.4006
7581,High Park Ave / Dundas St W,43.668,-79.3441
7582,Alameda Ave / Vaughan Rd - SMART,43.6635,-79.346
7583,Eglinton Ave W / Scarlett Rd,43.6504,-79.4144
7584,The Pond Rd / Sentinel Rd,43.6102,-79.3529
7585,Sentinel Rd / Finch Corridor Trail,43.6288,-79.3577
7586,Finch West Subway Station,43.6811,-79.4197
7587,Dufferin St / Finch Corridor Trail,43.626,-79.4199
7588,G Ross Lord Park,43.6047,-79.422
